ram,battery_power,storage,rear_camera_mp,front_camera_mp,screen_size,processor_speed,refresh_rate,has_5g,brand_level,price_category
15,5537,256,158,50,6.6,3.5,120,1,2,Flagship Phone
8,5251,128,41,10,6.5,2.0,60,1,2,Mid-Range Phone
10,4628,128,59,23,6.5,3.1,90,1,2,Premium Phone
7,4543,64,47,10,6.1,2.1,90,1,1,Mid-Range Phone
8,4837,256,71,20,6.8,3.0,120,1,3,Premium Phone
12,5173,256,193,41,6.8,3.5,144,1,3,Flagship Phone
12,4767,128,104,18,6.6,2.9,120,1,3,Premium Phone
2,4215,64,12,8,6.2,1.7,60,0,2,Budget Phone
2,4099,64,12,8,6.1,1.8,60,0,1,Budget Phone
4,3417,64,12,7,5.7,2.0,60,0,2,Budget Phone
11,4801,256,69,20,6.8,2.8,120,1,2,Premium Phone
15,5983,512,179,33,6.7,3.2,120,1,3,Flagship Phone
12,5013,512,87,46,6.5,3.3,144,1,3,Flagship Phone
9,4979,128,94,32,6.5,2.9,120,1,2,Premium Phone
13,4827,256,98,53,6.9,3.3,120,1,2,Flagship Phone
5,5381,128,38,15,6.3,2.3,60,0,2,Mid-Range Phone
2,4150,64,13,7,5.8,1.8,60,0,1,Budget Phone
8,5014,128,68,24,6.4,2.7,90,1,2,Premium Phone
10,4708,256,84,19,6.6,3.2,90,1,3,Premium Phone
11,5013,128,54,27,6.6,2.7,90,1,3,Premium Phone
3,4256,64,14,8,6.1,1.5,60,0,1,Budget Phone
10,5424,128,95,24,6.8,3.1,120,1,2,Premium Phone
15,5312,512,140,60,6.8,3.6,144,1,2,Flagship Phone
11,4629,256,61,30,6.7,2.7,90,1,2,Premium Phone
8,5495,128,57,17,6.6,2.7,90,1,2,Premium Phone
4,5017,64,54,8,6.4,2.0,60,0,2,Mid-Range Phone
14,5183,256,155,42,6.8,3.3,144,1,3,Flagship Phone
12,5214,256,88,21,6.5,2.7,120,1,3,Premium Phone
12,5428,256,96,18,6.4,2.8,90,0,2,Premium Phone
3,4398,32,12,6,6.0,1.5,60,1,1,Budget Phone
2,4003,32,11,8,6.2,1.5,60,0,1,Budget Phone
6,4123,64,27,11,6.1,2.5,90,0,2,Mid-Range Phone
4,4300,64,13,5,5.8,1.7,60,0,1,Budget Phone
15,5594,256,66,42,6.6,3.6,144,1,3,Flagship Phone
12,5577,512,125,48,6.6,3.5,120,1,3,Flagship Phone
2,4227,64,12,8,5.6,2.0,60,0,1,Budget Phone
3,3569,64,15,7,5.7,1.7,60,0,1,Budget Phone
13,5332,512,147,55,7.0,3.0,120,1,3,Flagship Phone
11,5198,256,56,19,6.5,2.6,90,0,3,Premium Phone
12,5474,256,60,32,6.8,3.1,90,1,2,Premium Phone
2,3696,32,10,6,5.9,1.4,60,1,2,Budget Phone
4,4836,64,23,8,6.4,2.2,60,0,1,Mid-Range Phone
5,4082,64,52,8,6.4,2.3,60,1,1,Mid-Range Phone
7,5377,128,47,8,6.3,2.5,90,0,1,Mid-Range Phone
14,5376,256,158,45,6.8,3.1,144,1,3,Flagship Phone
14,5546,512,104,50,7.0,3.5,144,1,3,Flagship Phone
11,4773,256,63,18,6.5,3.1,90,1,3,Premium Phone
14,4922,512,123,50,6.8,3.6,120,1,2,Flagship Phone
5,5238,128,45,13,6.5,2.2,60,1,1,Mid-Range Phone
4,4103,64,39,11,6.4,2.4,90,0,2,Mid-Range Phone
4,4069,32,12,7,5.5,1.4,60,0,1,Budget Phone
4,4200,128,39,8,6.6,2.3,60,1,2,Mid-Range Phone
2,4081,64,12,7,5.8,1.7,60,0,1,Budget Phone
16,5212,512,90,50,6.8,3.1,120,1,3,Flagship Phone
3,3580,32,10,7,6.1,1.5,60,0,1,Budget Phone
3,3469,64,15,7,6.1,1.6,60,0,1,Budget Phone
6,4110,128,51,9,6.3,2.1,90,1,2,Mid-Range Phone
3,3098,64,8,5,6.1,1.9,60,0,1,Budget Phone
3,3911,64,10,5,6.1,1.4,60,0,2,Budget Phone
4,4411,128,19,12,6.5,2.6,60,0,2,Mid-Range Phone
4,5474,128,28,13,6.5,2.5,90,0,2,Mid-Range Phone
12,5758,512,75,51,6.9,3.2,120,1,2,Flagship Phone
15,5932,256,152,56,6.7,3.2,144,1,3,Flagship Phone
8,5359,256,100,22,6.5,3.2,120,1,2,Premium Phone
12,5105,512,186,54,6.7,3.3,144,1,2,Flagship Phone
8,4193,64,49,13,6.0,2.2,60,0,2,Mid-Range Phone
16,5136,256,188,58,6.9,3.2,120,1,2,Flagship Phone
3,4042,32,14,8,5.8,1.6,60,0,1,Budget Phone
16,5182,256,150,58,6.9,3.4,120,1,3,Flagship Phone
9,5142,128,94,22,6.5,2.8,90,1,2,Premium Phone
13,5095,256,76,51,6.7,3.0,120,1,2,Flagship Phone
3,4450,64,14,6,5.6,1.9,60,0,1,Budget Phone
2,3026,32,13,5,5.6,1.4,60,0,1,Budget Phone
4,3698,32,13,8,5.6,1.8,60,0,1,Budget Phone
13,5418,512,184,34,6.6,3.1,120,1,3,Flagship Phone
4,4836,64,26,8,6.0,2.5,90,1,2,Mid-Range Phone
14,5734,512,74,55,6.7,3.1,144,1,3,Flagship Phone
4,5134,64,25,11,6.6,2.2,90,0,2,Mid-Range Phone
4,4066,32,8,6,5.7,1.6,60,0,1,Budget Phone
4,3546,32,10,5,6.2,1.9,60,0,2,Budget Phone
11,5459,256,101,32,6.7,2.7,120,1,3,Premium Phone
12,5056,256,89,32,6.5,2.8,120,1,3,Premium Phone
14,5631,512,127,44,6.6,3.5,144,1,2,Flagship Phone
4,4761,128,55,9,6.2,2.3,90,0,2,Mid-Range Phone
4,4024,64,19,8,6.5,2.4,90,0,1,Mid-Range Phone
9,4753,128,86,26,6.7,2.8,90,0,2,Premium Phone
16,5031,512,189,35,6.8,3.3,144,1,3,Flagship Phone
8,4791,128,89,31,6.7,3.1,90,1,2,Premium Phone
3,3959,32,16,8,6.0,1.8,60,0,2,Budget Phone
16,5025,512,93,57,6.9,3.3,120,1,3,Flagship Phone
13,5994,256,195,33,6.6,3.2,120,1,3,Flagship Phone
4,3431,32,16,8,5.5,1.9,60,0,1,Budget Phone
16,4946,512,76,36,6.7,3.4,120,1,3,Flagship Phone
16,5467,256,111,38,7.0,3.2,120,1,3,Flagship Phone
13,5046,512,149,55,6.6,3.5,120,1,3,Flagship Phone
8,5403,64,35,12,6.2,2.2,90,1,1,Mid-Range Phone
12,5511,512,194,41,6.8,3.4,144,1,2,Flagship Phone
14,4966,256,122,52,6.6,3.2,120,1,3,Flagship Phone
14,5774,256,168,34,6.9,3.4,120,1,3,Flagship Phone
14,5357,512,139,42,7.0,3.5,120,1,3,Flagship Phone
9,5066,256,74,28,6.6,2.8,90,1,3,Premium Phone
4,4939,128,18,8,6.5,2.1,60,1,1,Mid-Range Phone
4,3801,64,15,8,6.0,1.5,60,0,1,Budget Phone
10,5331,256,86,16,6.7,2.8,120,1,3,Premium Phone
15,5278,256,103,51,6.6,3.5,144,1,3,Flagship Phone
3,4141,32,11,6,6.1,1.6,60,0,1,Budget Phone
10,4617,256,51,28,6.7,3.1,90,0,3,Premium Phone
9,4926,128,76,22,6.8,3.2,120,0,2,Premium Phone
14,5603,512,78,40,6.8,3.0,120,1,2,Flagship Phone
11,4586,256,68,19,6.6,3.1,90,1,3,Premium Phone
9,5011,256,108,16,6.7,2.7,90,1,3,Premium Phone
13,5509,256,146,59,6.6,3.1,120,1,3,Flagship Phone
13,5291,256,175,41,6.7,3.3,144,1,3,Flagship Phone
4,3116,64,10,7,5.6,1.4,60,0,1,Budget Phone
14,5006,512,67,34,6.9,3.5,120,1,3,Flagship Phone
14,5658,256,160,34,6.6,3.2,120,1,3,Flagship Phone
7,5036,128,27,12,6.3,2.3,60,1,2,Mid-Range Phone
3,4213,32,13,7,5.8,1.6,60,0,1,Budget Phone
3,4291,64,11,6,6.0,1.7,60,1,2,Budget Phone
14,5897,256,132,44,6.8,3.0,144,1,2,Flagship Phone
12,5421,256,92,25,6.6,2.6,120,0,3,Premium Phone
2,4166,64,15,8,6.0,1.7,60,0,1,Budget Phone
5,4771,64,35,8,6.1,2.4,60,0,1,Mid-Range Phone
6,4081,64,41,9,6.3,2.5,60,1,2,Mid-Range Phone
11,4833,128,62,18,6.7,2.9,90,1,2,Premium Phone
7,4427,128,16,9,6.0,2.1,90,0,1,Mid-Range Phone
15,5216,512,138,48,6.7,3.2,120,1,2,Flagship Phone
12,5969,512,180,40,6.9,3.0,144,1,3,Flagship Phone
10,5219,256,75,32,6.5,2.6,90,0,3,Premium Phone
3,3837,32,10,5,5.9,1.7,60,0,1,Budget Phone
2,3301,32,15,6,6.1,1.9,60,0,1,Budget Phone
2,4497,64,11,5,5.9,2.0,60,0,1,Budget Phone
6,4863,64,50,13,6.3,2.4,90,1,2,Mid-Range Phone
15,5419,512,174,37,6.8,3.3,120,1,3,Flagship Phone
4,3441,32,8,6,5.7,1.5,60,1,1,Budget Phone
12,5778,512,91,34,6.6,3.2,120,1,3,Flagship Phone
10,5239,128,72,19,6.6,2.8,90,0,3,Premium Phone
12,5292,256,143,60,7.0,3.1,144,1,2,Flagship Phone
4,3011,32,8,6,6.0,1.7,60,0,2,Budget Phone
4,4158,64,10,6,5.6,1.7,60,0,1,Budget Phone
4,3512,64,9,5,5.7,1.8,60,0,2,Budget Phone
4,3658,64,10,7,5.7,1.4,60,0,1,Budget Phone
7,4193,64,19,12,6.4,2.2,90,1,2,Mid-Range Phone
9,5017,128,108,22,6.5,3.2,120,1,2,Premium Phone
2,4443,32,11,5,5.7,1.6,60,1,1,Budget Phone
7,5399,128,60,14,6.6,2.2,90,1,1,Mid-Range Phone
12,5111,256,87,26,6.6,2.7,90,1,3,Premium Phone
12,5825,256,172,60,6.6,3.0,144,1,3,Flagship Phone
11,5290,256,75,16,6.4,2.7,90,1,2,Premium Phone
7,5119,128,49,10,6.4,2.1,90,0,2,Mid-Range Phone
8,5219,256,82,25,6.6,3.0,90,1,2,Premium Phone
12,5190,256,155,33,6.7,3.2,120,1,3,Flagship Phone
15,5981,512,77,52,6.6,3.6,120,1,3,Flagship Phone
16,5695,512,93,49,6.9,3.1,144,1,3,Flagship Phone
4,3191,64,8,8,6.1,1.5,60,0,1,Budget Phone
10,5203,256,99,21,6.4,2.9,90,1,3,Premium Phone
3,3884,64,16,8,6.1,1.5,60,0,1,Budget Phone
16,5039,256,136,60,6.5,3.5,120,1,3,Flagship Phone
7,4703,128,42,16,6.4,2.6,60,0,2,Mid-Range Phone
3,3740,32,12,7,6.0,2.0,60,0,1,Budget Phone
12,5124,512,184,48,6.6,3.3,120,1,3,Flagship Phone
6,4140,128,52,9,6.3,2.5,90,1,2,Mid-Range Phone
14,5836,512,80,47,6.8,3.2,120,1,3,Flagship Phone
15,5422,256,144,32,6.6,3.2,120,1,2,Flagship Phone
8,4653,128,71,21,6.7,2.8,90,0,3,Premium Phone
12,4531,128,92,17,6.7,2.7,120,1,2,Premium Phone
14,5385,256,191,53,6.9,3.3,144,1,3,Flagship Phone
13,5565,256,164,43,6.8,3.0,144,1,3,Flagship Phone
6,4846,64,36,14,6.1,2.1,60,1,2,Mid-Range Phone
12,4813,128,95,32,6.8,3.2,90,1,3,Premium Phone
14,5086,512,139,51,6.7,3.3,120,1,3,Flagship Phone
15,5367,256,141,48,6.9,3.5,120,1,2,Flagship Phone
7,4413,64,64,15,6.1,2.6,60,0,1,Mid-Range Phone
9,5036,128,68,28,6.4,3.0,120,1,3,Premium Phone
9,4843,256,59,31,6.7,2.9,90,1,3,Premium Phone
15,5497,256,119,37,6.7,3.4,120,1,2,Flagship Phone
4,3830,64,8,6,6.2,1.7,60,0,1,Budget Phone
4,3119,64,11,8,6.1,1.6,60,0,2,Budget Phone
13,4851,512,177,58,6.8,3.2,144,1,3,Flagship Phone
12,4859,256,104,58,6.8,3.4,120,1,3,Flagship Phone
8,4342,128,57,12,6.3,2.4,90,0,2,Mid-Range Phone
4,4819,128,50,16,6.4,2.6,60,0,2,Mid-Range Phone
16,5992,512,152,45,6.9,3.5,120,1,3,Flagship Phone
15,5164,256,109,42,6.8,3.3,144,1,3,Flagship Phone
12,5163,512,149,36,6.5,3.5,144,1,3,Flagship Phone
9,5416,128,91,21,6.7,2.7,90,1,2,Premium Phone
4,5350,64,63,15,6.5,2.4,60,0,2,Mid-Range Phone
4,3093,32,12,8,6.1,1.6,60,0,1,Budget Phone
11,5120,256,58,27,6.5,3.0,120,1,3,Premium Phone
3,3635,64,10,6,6.1,1.5,60,0,2,Budget Phone
11,5028,256,86,28,6.6,2.7,90,0,2,Premium Phone
16,5980,512,188,50,7.0,3.5,144,1,3,Flagship Phone
4,4312,32,15,7,6.2,1.8,60,0,1,Budget Phone
9,4803,256,61,16,6.6,2.9,90,1,2,Premium Phone
2,3728,64,12,7,5.6,1.9,60,0,2,Budget Phone
2,4407,64,16,8,5.8,1.5,60,0,1,Budget Phone
14,5903,256,200,57,7.0,3.3,144,1,3,Flagship Phone
7,5327,128,35,13,6.1,2.1,90,1,1,Mid-Range Phone
3,3443,32,12,7,5.7,1.7,60,0,2,Budget Phone
2,4123,64,8,7,6.0,1.9,60,0,1,Budget Phone
10,4833,256,68,21,6.6,3.2,120,1,2,Premium Phone
4,3114,32,11,5,6.2,1.4,60,0,2,Budget Phone
13,5569,256,140,40,7.0,3.4,144,1,3,Flagship Phone
7,4063,128,59,9,6.1,2.6,90,0,2,Mid-Range Phone
12,4897,256,104,16,6.8,2.8,120,1,2,Premium Phone
2,4498,32,14,5,5.9,1.4,60,0,1,Budget Phone
10,4786,128,92,22,6.7,3.0,90,1,2,Premium Phone
2,3956,32,9,6,5.7,1.5,60,0,1,Budget Phone
2,4148,32,13,8,5.9,1.9,60,1,1,Budget Phone
8,5485,256,57,24,6.5,3.0,120,1,3,Premium Phone
12,5560,512,163,34,6.6,3.3,144,1,3,Flagship Phone
13,4873,512,175,46,7.0,3.4,144,1,3,Flagship Phone
6,4719,128,41,8,6.6,2.4,90,1,1,Mid-Range Phone
11,4596,256,95,24,6.5,2.8,120,1,3,Premium Phone
16,4985,256,123,34,6.6,3.1,120,1,3,Flagship Phone
7,4541,128,31,15,6.3,2.5,90,1,2,Mid-Range Phone
8,4769,128,106,19,6.7,2.6,120,1,3,Premium Phone
8,4928,256,57,29,6.5,2.9,120,0,2,Premium Phone
14,5988,512,186,37,7.0,3.3,144,1,3,Flagship Phone
10,5046,128,68,18,6.6,2.7,120,1,2,Premium Phone
10,5045,128,91,28,6.6,2.9,90,1,3,Premium Phone
16,5771,512,131,44,6.9,3.0,144,1,2,Flagship Phone
15,4921,512,110,58,6.5,3.6,120,1,3,Flagship Phone
9,5195,128,63,20,6.5,2.9,90,1,2,Premium Phone
8,5116,256,87,32,6.5,3.0,120,1,2,Premium Phone
14,5766,512,145,44,6.7,3.1,120,1,3,Flagship Phone
8,5082,128,51,8,6.4,2.5,90,1,2,Mid-Range Phone
9,4993,128,89,32,6.6,3.1,90,1,3,Premium Phone
8,4389,128,21,11,6.2,2.6,60,0,2,Mid-Range Phone
4,4912,64,62,9,6.0,2.5,90,1,1,Mid-Range Phone
13,5993,512,111,40,6.6,3.3,120,1,2,Flagship Phone
4,5033,64,32,12,6.4,2.1,90,1,2,Mid-Range Phone
8,4600,256,81,31,6.7,3.0,90,1,2,Premium Phone
13,5461,256,92,34,6.7,3.2,144,1,3,Flagship Phone
8,4801,64,57,10,6.0,2.1,90,0,2,Mid-Range Phone
2,3684,64,15,7,5.7,1.5,60,0,1,Budget Phone
15,5056,512,106,53,6.8,3.2,120,1,3,Flagship Phone
7,4353,128,47,14,6.2,2.5,90,1,1,Mid-Range Phone
9,5376,128,75,20,6.5,2.7,120,1,2,Premium Phone
11,5089,256,57,20,6.5,2.7,90,1,3,Premium Phone
8,4682,128,105,16,6.7,3.1,90,1,3,Premium Phone
12,5701,512,140,54,6.7,3.5,144,1,3,Flagship Phone
3,3761,32,8,8,6.2,1.9,60,0,1,Budget Phone
8,4976,128,16,16,6.5,2.4,60,0,1,Mid-Range Phone
12,4676,128,73,27,6.7,2.8,120,0,2,Premium Phone
9,5423,128,105,21,6.7,2.6,90,1,2,Premium Phone
5,4882,64,64,13,6.4,2.3,90,1,2,Mid-Range Phone
8,4704,256,85,19,6.8,3.1,120,1,2,Premium Phone
13,5679,512,182,54,6.6,3.4,120,1,2,Flagship Phone
15,5156,512,154,49,6.6,3.4,120,1,2,Flagship Phone
9,5093,128,96,25,6.4,2.7,120,1,2,Premium Phone
10,4684,128,88,22,6.5,2.9,120,1,2,Premium Phone
16,5833,256,140,48,6.9,3.5,144,1,2,Flagship Phone
10,5335,128,56,25,6.4,2.6,90,1,3,Premium Phone
8,4997,256,95,16,6.7,3.1,90,1,2,Premium Phone
2,3511,64,16,8,5.5,1.9,60,0,1,Budget Phone
9,4807,256,91,16,6.5,3.1,90,1,2,Premium Phone
8,4694,64,42,11,6.3,2.4,90,0,2,Mid-Range Phone
5,4161,128,36,15,6.5,2.4,60,0,2,Mid-Range Phone
16,5888,512,133,60,6.7,3.2,144,1,2,Flagship Phone
13,5763,256,175,41,6.9,3.2,144,1,2,Flagship Phone
15,5785,256,126,33,7.0,3.3,120,1,2,Flagship Phone
11,4653,256,87,32,6.8,2.8,90,1,2,Premium Phone
2,3022,64,10,5,5.9,1.6,60,0,2,Budget Phone
4,3883,64,10,8,6.0,1.8,60,0,1,Budget Phone
12,5643,512,187,46,7.0,3.4,120,1,3,Flagship Phone
2,3016,32,9,5,6.0,1.7,60,0,1,Budget Phone
14,5648,512,184,32,6.7,3.4,120,1,3,Flagship Phone
4,3284,32,12,8,5.8,1.6,60,0,2,Budget Phone
6,4519,64,42,8,6.2,2.6,90,1,2,Mid-Range Phone
3,3075,32,10,7,5.7,1.9,60,0,1,Budget Phone
8,4973,128,16,11,6.4,2.4,90,0,1,Mid-Range Phone
4,4475,64,49,9,6.4,2.4,60,0,1,Mid-Range Phone
4,5106,128,47,10,6.1,2.5,60,0,2,Mid-Range Phone
16,5036,256,105,38,6.9,3.6,144,1,2,Flagship Phone
12,5072,256,70,17,6.4,3.1,120,1,3,Premium Phone
8,5050,64,63,8,6.4,2.4,60,0,1,Mid-Range Phone
3,4184,64,15,5,5.5,1.4,60,1,1,Budget Phone
3,3459,64,8,8,5.7,1.4,60,0,1,Budget Phone
13,5971,512,131,43,6.7,3.0,120,1,3,Flagship Phone
6,4909,128,20,16,6.2,2.1,90,0,2,Mid-Range Phone
6,5307,128,37,9,6.5,2.5,60,1,2,Mid-Range Phone
4,3957,32,10,6,5.6,1.8,60,0,1,Budget Phone
9,4606,256,86,19,6.7,3.1,120,0,2,Premium Phone
3,3496,32,13,8,5.5,1.5,60,0,2,Budget Phone
8,4772,256,71,26,6.7,2.9,90,0,3,Premium Phone
12,5338,512,77,57,6.8,3.5,144,1,3,Flagship Phone
9,4578,256,55,18,6.6,2.7,90,1,2,Premium Phone
6,4067,64,32,10,6.4,2.3,90,1,2,Mid-Range Phone
12,4629,256,70,27,6.5,2.7,120,1,3,Premium Phone
3,4390,64,16,6,5.7,1.7,60,0,1,Budget Phone
15,5297,512,137,37,6.9,3.0,120,1,3,Flagship Phone
8,4056,64,35,16,6.3,2.3,60,0,2,Mid-Range Phone
9,5321,256,107,17,6.8,3.1,90,1,2,Premium Phone
2,4213,64,15,6,6.1,1.6,60,0,1,Budget Phone
13,5184,256,140,59,6.8,3.4,144,1,2,Flagship Phone
3,3521,32,13,6,5.9,1.8,60,0,2,Budget Phone
4,4119,64,9,6,5.6,1.4,60,0,1,Budget Phone
8,5317,256,90,19,6.8,3.1,90,1,2,Premium Phone
7,4619,128,45,11,6.2,2.6,60,0,1,Mid-Range Phone
9,5036,128,85,20,6.5,2.7,90,1,2,Premium Phone
16,4994,256,96,39,6.6,3.0,144,1,3,Flagship Phone
4,4872,128,21,16,6.5,2.3,90,1,1,Mid-Range Phone
15,5376,256,178,51,6.9,3.4,144,1,2,Flagship Phone
14,5209,256,140,35,6.7,3.1,144,1,3,Flagship Phone
15,5721,512,118,57,6.9,3.2,120,1,2,Flagship Phone
4,4246,32,16,5,5.9,1.7,60,0,2,Budget Phone
4,4019,64,10,5,5.7,1.6,60,0,1,Budget Phone
10,5447,256,70,29,6.6,2.9,90,1,2,Premium Phone
4,5497,128,43,9,6.3,2.5,60,0,1,Mid-Range Phone
15,5891,512,125,43,7.0,3.0,144,1,3,Flagship Phone
2,3524,32,11,7,6.0,1.5,60,0,1,Budget Phone
8,4577,256,85,21,6.6,2.8,90,1,3,Premium Phone
7,5098,64,54,13,6.5,2.4,90,0,1,Mid-Range Phone
10,5037,256,49,29,6.6,3.1,120,1,2,Premium Phone
2,3775,32,15,5,5.7,1.4,60,1,1,Budget Phone
4,3687,64,8,7,5.8,1.6,60,0,1,Budget Phone
4,4910,64,21,12,6.6,2.1,90,0,2,Mid-Range Phone
11,4890,256,87,19,6.7,2.8,90,1,3,Premium Phone
7,4266,128,25,8,6.3,2.3,90,1,1,Mid-Range Phone
3,3896,32,8,8,6.1,2.0,60,0,2,Budget Phone
9,4698,128,60,23,6.7,2.6,90,0,3,Premium Phone
2,3037,32,12,7,5.8,1.9,60,0,1,Budget Phone
9,4500,128,60,30,6.6,3.0,90,1,3,Premium Phone
15,5648,512,164,56,6.6,3.4,144,1,2,Flagship Phone
12,4647,128,70,28,6.5,2.9,120,1,2,Premium Phone
6,4849,128,30,10,6.4,2.5,60,0,2,Mid-Range Phone
12,5356,256,184,51,6.8,3.4,144,1,3,Flagship Phone
12,5138,256,58,22,6.4,3.2,120,1,2,Premium Phone
12,5073,512,86,36,6.7,3.2,144,1,3,Flagship Phone
4,3452,64,12,8,6.0,1.8,60,0,1,Budget Phone
12,4890,256,199,46,6.6,3.5,144,1,3,Flagship Phone
11,5492,256,90,29,6.6,2.6,90,1,2,Premium Phone
5,4183,128,53,9,6.5,2.5,90,1,1,Mid-Range Phone
15,5613,256,95,37,6.7,3.5,120,1,3,Flagship Phone
8,4187,64,18,9,6.2,2.3,60,1,2,Mid-Range Phone
12,4785,128,100,21,6.6,3.0,90,0,2,Premium Phone
8,5223,128,52,27,6.8,2.7,90,0,2,Premium Phone
4,4399,32,12,8,5.8,1.6,60,0,1,Budget Phone
2,3229,32,9,8,5.6,1.5,60,0,1,Budget Phone
6,5393,64,23,16,6.3,2.2,90,0,2,Mid-Range Phone
4,4296,32,13,6,6.1,2.0,60,0,1,Budget Phone
12,4872,256,130,49,7.0,3.1,120,1,3,Flagship Phone
8,5114,128,28,11,6.0,2.0,60,0,1,Mid-Range Phone
9,5367,128,77,23,6.7,2.7,120,1,3,Premium Phone
7,4820,128,23,8,6.2,2.4,90,1,1,Mid-Range Phone
8,5282,128,51,31,6.7,3.2,120,0,2,Premium Phone
4,4219,32,13,8,6.2,1.8,60,0,1,Budget Phone
10,5315,128,57,20,6.7,2.6,120,1,3,Premium Phone
15,5825,256,109,53,6.8,3.5,120,1,2,Flagship Phone
2,3758,32,11,8,6.2,1.5,60,0,1,Budget Phone
6,4076,128,33,15,6.4,2.2,90,0,1,Mid-Range Phone
8,4578,128,43,12,6.5,2.1,90,0,1,Mid-Range Phone
4,4002,32,15,5,5.6,1.9,60,0,1,Budget Phone
12,4848,512,158,32,6.6,3.4,144,1,2,Flagship Phone
15,4816,512,179,35,6.9,3.2,120,1,3,Flagship Phone
15,5811,256,67,51,6.6,3.1,120,1,2,Flagship Phone
10,5055,128,49,28,6.4,2.7,120,1,3,Premium Phone
16,5437,512,64,34,6.9,3.6,144,1,2,Flagship Phone
